index,bruises,cap_color,cap_shape,cap_surface,class,gill_attachment,gill_color,gill_size,gill_spacing,habitat,odor,population,ring_number,ring_type,spore_print_color,stalk_color_above_ring,stalk_color_below_ring,stalk_root,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,veil_color,veil_type
4395,f,g,f,y,p,f,h,b,c,d,f,v,o,l,h,p,p,b,e,k,k,w,p
4276,f,y,x,f,p,f,h,b,c,p,f,y,o,l,h,b,n,b,e,k,k,w,p
2088,t,g,x,f,e,f,p,b,c,d,n,y,o,p,k,g,w,b,t,s,s,w,p
2680,t,g,f,f,e,f,n,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
1289,t,n,x,f,e,f,p,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
578,t,y,x,s,e,f,n,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w,p
1617,f,w,x,s,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,f,s,w,p
7165,f,e,f,y,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,s,k,w,p
6854,f,e,f,s,p,f,b,n,c,d,f,v,o,e,w,p,w,?,t,k,k,w,p
5017,f,y,f,y,p,f,p,b,c,d,f,y,o,l,h,p,b,b,e,k,k,w,p
4129,f,g,f,y,p,f,p,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w,p
5262,f,y,f,y,p,f,g,b,c,d,f,y,o,l,h,p,n,b,e,k,k,w,p
3846,f,g,x,f,p,f,p,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
3275,f,y,x,f,p,f,p,b,c,g,f,y,o,l,h,p,b,b,e,k,k,w,p
7119,f,e,k,y,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,k,s,w,p
2318,t,n,f,y,e,f,w,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
3773,t,n,f,y,e,f,p,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
4026,f,g,x,y,p,f,g,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w,p
7543,f,g,b,f,e,f,p,b,w,g,n,s,t,p,w,w,w,?,e,k,s,w,p
3059,f,p,x,f,p,f,n,n,c,d,c,s,o,p,k,w,w,b,e,s,s,w,p
6548,f,e,f,y,p,f,b,n,c,p,f,v,o,e,w,p,w,?,t,k,s,w,p
1173,f,w,f,f,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
4113,f,g,f,f,p,f,g,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
6974,f,n,f,y,p,f,b,n,c,p,s,v,o,e,w,w,w,?,t,k,k,w,p
6083,f,n,f,s,p,f,b,n,c,l,s,v,o,e,w,p,w,?,t,k,k,w,p
488,f,n,s,f,e,f,p,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w,p
6842,f,e,f,s,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,s,s,w,p
7856,f,n,k,s,p,f,b,n,c,l,s,v,o,e,w,p,p,?,t,s,s,w,p
5387,f,n,x,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w,p
4317,f,y,x,f,p,f,h,b,c,d,f,v,o,l,h,p,b,b,e,k,k,w,p
5927,f,g,f,f,p,f,g,b,c,p,f,v,o,l,h,b,n,b,e,k,k,w,p
680,t,w,b,s,e,f,g,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w,p
3010,f,g,x,f,p,f,h,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
4083,f,y,f,f,p,f,g,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w,p
7737,f,g,b,f,e,f,p,b,w,g,n,n,t,p,w,w,w,?,e,s,s,w,p
6193,f,n,f,y,p,f,b,n,c,l,f,v,o,e,w,p,p,?,t,s,s,w,p
3041,f,y,x,y,p,f,p,b,c,g,f,v,o,l,h,b,p,b,e,k,k,w,p
4120,f,y,f,f,p,f,h,b,c,g,f,v,o,l,h,n,b,b,e,k,k,w,p
3317,t,g,f,f,e,f,w,b,c,d,n,y,o,p,n,p,p,b,t,s,s,w,p
1504,f,g,x,f,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w,p
4281,f,g,x,y,p,f,h,b,c,d,f,v,o,l,h,n,b,b,e,k,k,w,p
7865,f,e,x,y,p,f,b,n,c,p,f,v,o,e,w,w,w,?,t,k,s,w,p
2713,t,e,x,f,e,f,u,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
7183,f,n,f,s,e,a,n,b,c,l,n,c,o,p,n,o,o,?,e,s,s,n,p
6525,f,e,f,y,p,f,b,n,c,d,s,v,o,e,w,p,p,?,t,k,k,w,p
4810,f,g,f,f,p,f,g,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
4029,t,b,f,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,s,f,w,p
673,f,n,f,f,e,f,p,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w,p
170,t,w,b,s,e,f,k,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
3879,f,p,x,s,p,f,n,n,c,d,c,v,o,p,k,w,w,b,e,s,s,w,p
4984,f,y,x,y,p,f,g,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
1461,t,n,x,f,e,f,p,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
395,t,n,f,y,e,f,w,b,c,g,a,s,o,p,k,w,w,r,e,s,y,w,p
3311,t,e,f,y,e,f,n,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
3148,f,w,x,s,p,f,g,n,c,d,c,s,o,p,n,w,w,b,e,s,s,w,p
1985,t,g,x,y,e,f,u,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
3035,f,g,f,f,p,f,h,b,c,p,f,v,o,l,h,b,p,b,e,k,k,w,p
5087,f,y,f,f,p,f,h,b,c,g,f,y,o,l,h,n,b,b,e,k,k,w,p
2806,t,e,f,y,e,f,w,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
7698,f,e,k,y,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,s,k,w,p
6249,f,n,x,s,p,f,b,n,c,l,f,v,o,e,w,p,w,?,t,k,k,w,p
1965,f,w,f,s,e,f,h,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
5518,f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,p,p,?,t,s,k,w,p
966,f,g,f,s,e,f,n,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
5680,t,n,x,y,e,f,w,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w,p
4117,f,y,x,f,p,f,g,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w,p
6715,f,e,f,y,p,f,b,n,c,d,s,v,o,e,w,p,w,?,t,s,s,w,p
7663,f,g,b,f,e,f,w,b,w,g,n,s,t,p,w,w,w,?,e,s,k,w,p
6888,f,n,k,y,p,f,b,n,c,d,s,v,o,e,w,w,w,?,t,s,k,w,p
2289,t,n,f,s,p,f,p,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w,p
5999,t,b,f,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,s,f,w,p
2134,t,n,f,f,e,f,n,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
5507,f,y,f,y,p,f,p,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w,p
2854,t,g,f,f,e,f,n,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
1678,f,n,f,s,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
3641,t,e,f,y,e,f,u,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
3545,f,g,x,f,p,f,h,b,c,d,f,v,o,l,h,p,p,b,e,k,k,w,p
3975,f,y,x,f,p,f,g,b,c,p,f,y,o,l,h,n,b,b,e,k,k,w,p
65,t,w,b,y,e,f,n,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w,p
2170,t,e,x,y,e,f,p,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
5408,t,b,x,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,s,f,w,p
4839,f,y,x,f,p,f,g,b,c,d,f,y,o,l,h,b,n,b,e,k,k,w,p
7227,f,g,x,s,e,f,p,b,w,g,n,s,t,p,w,w,w,?,e,k,s,w,p
5453,f,y,f,y,p,f,g,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w,p
6496,f,n,f,y,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,k,s,w,p
5901,f,n,x,y,p,f,b,n,c,l,s,v,o,e,w,p,w,?,t,k,k,w,p
5912,f,y,x,f,p,f,h,b,c,p,f,v,o,l,h,n,p,b,e,k,k,w,p
5159,f,y,f,y,p,f,h,b,c,p,f,y,o,l,h,p,n,b,e,k,k,w,p
5047,f,y,f,y,p,f,h,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w,p
1286,f,g,f,f,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
4059,f,p,x,s,p,f,u,n,w,d,c,v,o,p,k,w,w,b,e,s,s,w,p
7262,f,n,k,y,p,f,b,n,c,p,f,v,o,e,w,p,w,?,t,s,k,w,p
3692,t,g,f,y,e,f,w,b,c,d,n,v,o,p,n,w,p,b,t,s,s,w,p
269,t,w,b,s,e,f,k,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w,p
640,t,w,x,y,e,f,g,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w,p
6028,f,n,f,s,p,f,b,n,c,l,y,v,o,e,w,w,w,?,t,k,k,w,p
1027,f,n,x,f,e,f,n,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w,p
5256,t,b,b,y,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w,p
2325,t,e,x,f,e,f,u,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
4046,f,w,x,s,p,f,u,n,w,d,c,v,o,p,k,w,w,b,e,s,s,w,p
3227,f,g,x,f,p,f,p,b,c,p,f,y,o,l,h,p,b,b,e,k,k,w,p
2766,t,g,x,f,e,f,n,b,c,d,n,v,o,p,n,w,p,b,t,s,s,w,p
3699,t,g,f,y,e,f,n,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
276,t,n,x,y,e,f,w,b,c,p,a,s,o,p,n,w,w,r,e,s,y,w,p
7599,f,n,k,s,p,f,b,n,c,p,f,v,o,e,w,w,p,?,t,k,k,w,p
4814,f,g,f,y,p,f,p,b,c,g,f,v,o,l,h,p,n,b,e,k,k,w,p
3095,t,e,f,f,e,f,u,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
3309,t,g,x,y,e,f,p,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
6309,f,e,f,s,p,f,b,n,c,d,y,v,o,e,w,p,w,?,t,s,s,w,p
1535,f,g,f,f,e,f,k,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
3964,f,g,x,y,p,f,h,b,c,p,f,y,o,l,h,b,b,b,e,k,k,w,p
42,t,y,x,y,e,f,n,b,c,p,l,y,o,p,k,w,w,r,e,s,y,w,p
2957,t,e,x,y,e,f,n,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
2176,t,n,f,f,e,f,p,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
4009,t,g,f,f,e,f,w,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
4278,f,g,f,f,p,f,p,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
1125,t,y,f,s,e,f,p,n,w,d,a,v,o,p,u,w,w,b,t,s,s,w,p
830,t,y,f,s,e,f,p,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w,p
6257,f,e,f,y,p,f,b,n,c,l,y,v,o,e,w,w,w,?,t,k,s,w,p
6490,f,e,x,s,p,f,b,n,c,p,f,v,o,e,w,w,p,?,t,s,k,w,p
5707,t,g,x,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w,p
2473,t,n,x,f,e,f,w,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
2807,t,e,x,f,e,f,n,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
7351,f,g,x,s,e,f,p,b,w,g,n,s,t,p,w,w,w,?,e,s,s,w,p
5214,t,g,x,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,s,s,w,p
6219,f,n,x,s,p,f,b,n,c,p,s,v,o,e,w,p,p,?,t,s,k,w,p
83,f,g,f,f,e,f,n,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w,p
4900,f,w,f,y,e,f,h,n,c,d,n,v,o,f,h,w,w,?,e,s,f,w,p
5581,t,w,x,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w,p
1994,t,g,x,f,e,f,p,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
156,t,n,x,y,e,f,w,b,c,g,l,s,o,p,k,w,w,r,e,s,y,w,p
4789,t,n,f,y,e,f,n,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
1510,t,n,x,f,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
954,f,g,x,f,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
7026,f,n,k,s,e,a,y,b,c,l,n,c,o,p,b,o,o,?,e,s,s,n,p
6919,f,n,f,y,p,f,b,n,c,p,y,v,o,e,w,p,w,?,t,k,s,w,p
4640,f,y,x,f,p,f,h,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
1058,f,g,f,s,e,f,k,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
4595,f,y,x,f,p,f,h,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w,p
804,t,y,b,y,e,f,w,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
7245,f,n,b,s,e,a,y,b,c,l,n,v,o,p,y,o,o,?,e,s,s,o,p
7952,f,e,k,y,p,f,b,n,c,p,f,v,o,e,w,w,p,?,t,k,s,w,p
7927,f,n,k,y,p,f,b,n,c,d,s,v,o,e,w,p,p,?,t,s,k,w,p
320,t,w,f,s,e,f,w,n,w,d,l,v,o,p,n,w,w,b,t,s,s,w,p
6750,f,e,x,s,p,f,b,n,c,l,y,v,o,e,w,w,w,?,t,k,s,w,p
2153,t,n,x,y,e,f,u,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
4261,f,g,f,f,p,f,g,b,c,g,f,y,o,l,h,b,b,b,e,k,k,w,p
3170,f,g,x,s,p,f,u,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
5853,f,y,f,y,p,f,g,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w,p
4039,f,y,x,f,p,f,h,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
2589,t,n,f,f,e,f,w,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
5144,f,g,f,f,p,f,p,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
4705,t,b,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w,p
2640,t,n,x,y,e,f,p,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
2587,t,g,x,y,e,f,w,b,c,d,n,y,o,p,n,p,g,b,t,s,s,w,p
2140,t,g,x,f,e,f,w,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
3668,f,g,x,f,p,f,g,b,c,d,f,v,o,l,h,p,b,b,e,k,k,w,p
5301,t,g,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w,p
1558,t,y,b,y,e,f,w,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
4162,t,g,f,f,e,f,u,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
678,t,n,x,y,e,f,n,b,c,g,l,y,o,p,n,w,w,r,e,s,y,w,p
1004,t,w,x,s,p,f,w,n,c,g,p,v,o,p,k,w,w,e,e,s,s,w,p
2235,t,g,f,y,e,f,p,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
4584,f,w,x,f,p,f,g,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
6879,f,n,x,s,p,f,b,n,c,d,f,v,o,e,w,w,p,?,t,k,k,w,p
6363,f,e,f,s,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,s,k,w,p
1122,f,w,f,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
1547,t,n,f,s,p,f,k,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w,p
6171,f,n,x,s,p,f,b,n,c,l,y,v,o,e,w,w,p,?,t,k,s,w,p
6306,f,e,x,s,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,k,s,w,p
7312,f,w,x,f,e,f,g,b,w,g,n,s,t,p,w,w,w,?,e,s,s,w,p
1704,t,n,f,y,p,f,w,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w,p
6511,f,e,x,s,p,f,b,n,c,d,s,v,o,e,w,w,w,?,t,k,s,w,p
4957,f,y,f,y,p,f,g,b,c,g,f,y,o,l,h,n,b,b,e,k,k,w,p
2101,t,g,x,y,e,f,p,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
3153,f,g,x,f,p,f,h,b,c,d,f,y,o,l,h,n,p,b,e,k,k,w,p
2833,t,n,x,f,e,f,u,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
7484,f,y,f,y,p,f,y,n,w,l,n,c,o,e,w,y,y,c,e,y,y,y,p
2865,t,g,x,y,e,f,n,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
796,t,n,x,y,p,f,n,n,c,u,p,s,o,p,n,w,w,e,e,s,s,w,p
4916,f,y,f,f,p,f,p,b,c,g,f,v,o,l,h,b,p,b,e,k,k,w,p
1356,f,w,f,f,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
772,t,y,b,s,e,f,k,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w,p
5263,f,n,k,y,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w,p
1645,f,w,f,f,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,f,s,w,p
2387,t,e,x,y,e,f,w,b,c,d,n,y,o,p,k,g,g,b,t,s,s,w,p
2178,t,e,x,y,e,f,p,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
1142,t,n,x,f,e,f,p,b,c,d,n,v,o,p,n,w,p,b,t,s,s,w,p
3943,t,g,x,y,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
140,t,y,b,s,e,f,w,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
4428,f,y,x,y,p,f,h,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w,p
5826,f,y,f,y,p,f,p,b,c,d,f,v,o,l,h,n,p,b,e,k,k,w,p
4190,f,y,f,y,p,f,h,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w,p
6991,f,g,k,s,e,f,p,b,w,g,n,n,t,p,w,w,w,?,e,k,k,w,p
4215,f,y,x,f,p,f,g,b,c,g,f,y,o,l,h,b,p,b,e,k,k,w,p
4491,f,y,f,f,p,f,g,b,c,d,f,y,o,l,h,p,n,b,e,k,k,w,p
6807,f,n,f,y,p,f,b,n,c,d,y,v,o,e,w,p,p,?,t,k,k,w,p
389,t,y,b,y,e,f,n,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w,p
6413,f,e,f,s,p,f,b,n,c,p,s,v,o,e,w,w,w,?,t,k,k,w,p
4690,f,g,f,f,p,f,h,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
1692,t,g,x,f,e,f,w,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
1205,t,w,f,s,p,f,n,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w,p
2347,f,w,x,f,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
5593,f,y,f,y,p,f,p,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w,p
129,t,w,x,s,e,f,n,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
5660,f,n,x,f,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w,p
6062,f,n,f,y,p,f,b,n,c,d,f,v,o,e,w,p,w,?,t,s,s,w,p
3658,t,e,f,f,e,f,n,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
3986,f,g,f,f,p,f,g,b,c,g,f,y,o,l,h,n,p,b,e,k,k,w,p
6583,f,e,f,y,p,f,b,n,c,d,s,v,o,e,w,w,w,?,t,k,s,w,p
3694,t,e,f,f,e,f,u,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
1250,f,g,f,f,e,f,k,b,w,g,n,a,o,e,n,w,w,e,t,f,s,w,p
618,t,w,b,y,e,f,g,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w,p
589,f,g,s,f,e,f,n,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w,p
